assembly Constituency,Candidate Name,Party,Status,Votes,Margin,state
Bhanjanagar(123),TUNA MALLICK,Communist Party of India (Marxist-Leninist) Red Star,lost,832,( -82990),odisha
Bhanjanagar(123),PANCHANAN DAS,Independent,lost,819,( -83003),odisha
Bhanjanagar(123),RAJU NAYAK,All India Forward Bloc,lost,659,( -83163),odisha
Bhanjanagar(123),NOTA,None of the Above,,1941,( -81881),odisha
Polasara(124),GOKULANANDA MALLIK,Bharatiya Janata Party,won,85737,(+ 20946),odisha
Polasara(124),SRIKANTA SAHU,Biju Janata Dal,lost,64791,( -20946),odisha
Polasara(124),AGASTI BARADA,Indian National Congress,lost,3763,( -81974),odisha
Polasara(124),RAJIB KUMAR JENA,Independent,lost,955,( -84782),odisha
Polasara(124),AKSHYA KUMAR ROUT,Independent,lost,907,( -84830),odisha
Polasara(124),NIRAKARA NAYAK,Independent,lost,880,( -84857),odisha
Polasara(124),P.KAILASH CHANDRA PATRO,Bahujan Samaj Party,lost,765,( -84972),odisha
Polasara(124),NARAYAN SAHU,Independent,lost,619,( -85118),odisha
Polasara(124),JAGANNATH SAMAL,Independent,lost,568,( -85169),odisha
Polasara(124),NOTA,None of the Above,,1791,( -83946),odisha
Kabisuryanagar(125),PRATAP CHANDRA NAYAK,Bharatiya Janata Party,won,80995,(+ 30173),odisha
Kabisuryanagar(125),LATIKA PRADHAN,Biju Janata Dal,lost,50822,( -30173),odisha
Kabisuryanagar(125),SANJAYA KUMAR MANDAL,Indian National Congress,lost,2969,( -78026),odisha
Kabisuryanagar(125),PRABIN KUMAR DASH,Communist Party of India,lost,2188,( -78807),odisha
Kabisuryanagar(125),GOPAL DAS,Manas Lokshakti Dal,lost,1415,( -79580),odisha
Kabisuryanagar(125),SANJAYA KUMAR BEHERA,Independent,lost,1028,( -79967),odisha
Kabisuryanagar(125),ABANI KANTA BADAJENA,Independent,lost,1007,( -79988),odisha
Kabisuryanagar(125),K. RAMESH DORA,Independent,lost,955,( -80040),odisha
Kabisuryanagar(125),MANAS RANJAN DASH,Bahujan Samaj Party,lost,907,( -80088),odisha
Kabisuryanagar(125),ARUNA KUMAR BISOYI,Independent,lost,864,( -80131),odisha
Kabisuryanagar(125),NOTA,None of the Above,,2038,( -78957),odisha
Khalikote(126),PURNA CHANDRA SETHY,Bharatiya Janata Party,won,80230,(+ 23057),odisha
Khalikote(126),SURYAMANI BAIDYA,Biju Janata Dal,lost,57173,( -23057),odisha
Khalikote(126),CHITRASEN BEHERA,Indian National Congress,lost,7857,( -72373),odisha
Khalikote(126),NOTA,None of the Above,,3798,( -76432),odisha
Chhatrapur(127),KRUSHNA CHANDRA NAYAK,Bharatiya Janata Party,won,74983,(+ 11438),odisha
Chhatrapur(127),SUBASH CHANDRA BEHERA,Biju Janata Dal,lost,63545,( -11438),odisha
Chhatrapur(127),BHAGIRATHI BEHERA,Indian National Congress,lost,7186,( -67797),odisha
Chhatrapur(127),GURU NATH PRADHAN,Communist Party of India,lost,3963,( -71020),odisha
Chhatrapur(127),SAMRAT RAJ,Independent,lost,1115,( -73868),odisha
Chhatrapur(127),RITU KUMARI SETHI,Aam Aadmi Party,lost,795,( -74188),odisha
Chhatrapur(127),SAROJ KUMAR BEHERA,Independent,lost,783,( -74200),odisha
Chhatrapur(127),SANTOSH KUMAR SETHI,Kalinga Sena,lost,650,( -74333),odisha
Chhatrapur(127),CH. MAMINI,Independent,lost,625,( -74358),odisha
Chhatrapur(127),LINGARAJ BEHERA,Bahujan Samaj Party,lost,614,( -74369),odisha
Chhatrapur(127),NOTA,None of the Above,,1958,( -73025),odisha
Aska(128),SAROJ KUMAR PADHI,Bharatiya Janata Party,won,59083,(+ 8059),odisha
Aska(128),MANJULA SWAIN,Biju Janata Dal,lost,51024,( -8059),odisha
Aska(128),SURABHI BISOYI,Indian National Congress,lost,5316,( -53767),odisha
Aska(128),RAMA CHANDRA BADATYA,Communist Party of India (Marxist-Leninist) Red Star,lost,918,( -58165),odisha
Aska(128),DIGAMBAR BEHERA,Independent,lost,904,( -58179),odisha
Aska(128),SURYA KANTA BEHERA,Odisha Janata Party,lost,900,( -58183),odisha
Aska(128),NOTA,None of the Above,,1922,( -57161),odisha
Surada(129),NILAMANI BISOYI,Bharatiya Janata Party,won,83625,(+ 28224),odisha
Surada(129),SANGHAMITRA SWAIN,Biju Janata Dal,lost,55401,( -28224),odisha
Surada(129),HARI KRISHNA RATH,Indian National Congress,lost,7478,( -76147),odisha
Surada(129),SUDHANSU SEKHAR GOUDA,Independent,lost,1263,( -82362),odisha
Surada(129),PRASANT RANAJIT,Manas Lokshakti Dal,lost,953,( -82672),odisha
Surada(129),ABANI KUMAR GAYA,Independent,lost,906,( -82719),odisha
Surada(129),ANIL KUMAR PATHI,Independent,lost,733,( -82892),odisha
Surada(129),NOTA,None of the Above,,2488,( -81137),odisha
Gopalpur(132),BIBHUTI BHUSHAN JENA,Bharatiya Janata Party,won,72071,(+ 9062),odisha
Gopalpur(132),BIKRAM KUMAR PANDA,Biju Janata Dal,lost,63009,( -9062),odisha
Gopalpur(132),SHYAM SUNDAR SAHU,Indian National Congress,lost,3361,( -68710),odisha
Gopalpur(132),P NILAKANTH REDI,Aam Aadmi Party,lost,1516,( -70555),odisha
Gopalpur(132),DR. T. PADMAVATI,Independent,lost,768,( -71303),odisha
Gopalpur(132),MANORANJAN SAHU,Independent,lost,478,( -71593),odisha
Gopalpur(132),SUBHASMITA PANIGRAHI,Socialist Unity Centre Of India (COMMUNIST),lost,451,( -71620),odisha
Gopalpur(132),SANTOSH KUMAR DAS,Bahujan Samaj Party,lost,388,( -71683),odisha
Gopalpur(132),P TULASAYA REDDY,Bharatiya Bikash Parishad,lost,332,( -71739),odisha
Gopalpur(132),S. KUMARI MAMATA,All India Forward Bloc,lost,265,( -71806),odisha
Gopalpur(132),NOTA,None of the Above,,1200,( -70871),odisha
Berhampur(133),K. ANIL KUMAR,Bharatiya Janata Party,won,54997,(+ 18709),odisha
Berhampur(133),DR. RAMESH CHANDRA CHYAU PATNAIK,Biju Janata Dal,lost,36288,( -18709),odisha
Berhampur(133),SIVA SHANKAR DASH,Independent,lost,24661,( -30336),odisha
Berhampur(133),DEEPAK PATNAIK,Indian National Congress,lost,5385,( -49612),odisha
Berhampur(133),SUBASH CHANDRA RAUT,Aam Aadmi Party,lost,383,( -54614),odisha
Berhampur(133),LAXMANA MAHARANA,Independent,lost,378,( -54619),odisha
Berhampur(133),JHASAKETAN PADHY,Independent,lost,364,( -54633),odisha
Berhampur(133),SARITA PANDA,Independent,lost,341,( -54656),odisha
Berhampur(133),MANOJ PATTNAIK,Independent,lost,322,( -54675),odisha
Berhampur(133),BRAHMA NANDA TRIPATHY,Independent,lost,311,( -54686),odisha
Berhampur(133),ARUN KUMAR SAHU,Bahujan Samaj Party,lost,307,( -54690),odisha
Berhampur(133),MIHIR KUMAR SAHU,Naba Bharata Nirmana Seva Party,lost,170,( -54827),odisha
Berhampur(133),NIMAI CHARAN SAHU,Socialist Unity Centre Of India (COMMUNIST),lost,162,( -54835),odisha
Berhampur(133),BISHNU CHARANA RANA,Independent,lost,139,( -54858),odisha
Berhampur(133),PRASANTA KUMAR PANDA,Bharatiya Bikash Parishad,lost,122,( -54875),odisha
Berhampur(133),SAMIM BEGAM,All India Forward Bloc,lost,120,( -54877),odisha
Berhampur(133),JEEBANO PATRO,Independent,lost,93,( -54904),odisha
Berhampur(133),NOTA,None of the Above,,638,( -54359),odisha
Digapahandi(134),SIDHANT MOHAPATRA,Bharatiya Janata Party,won,72908,(+ 16847),odisha
Digapahandi(134),BIPLAB PATRO,Biju Janata Dal,lost,56061,( -16847),odisha
Digapahandi(134),SAKA SUJIT KUMAR,Indian National Congress,lost,10090,( -62818),odisha
Digapahandi(134),NILAMADHAB MISHRA,Bahujan Samaj Party,lost,1571,( -71337),odisha
Digapahandi(134),BRUNDABAN KHATAI,Independent,lost,1181,( -71727),odisha
Digapahandi(134),KANHU CHARAN PATRA,Independent,lost,964,( -71944),odisha
Digapahandi(134),SUKANTA KISHORE PANDA,Independent,lost,840,( -72068),odisha
Digapahandi(134),SIMANCHAL DAKUA,Independent,lost,705,( -72203),odisha
Digapahandi(134),PODAL MANOJ KUMAR,Aam Aadmi Party,lost,616,( -72292),odisha
Digapahandi(134),PINTU PRADHAN,All India Forward Bloc,lost,549,( -72359),odisha
Digapahandi(134),JAMUNA BEHERA,Independent,lost,519,( -72389),odisha
Digapahandi(134),KUNA DAS,Independent,lost,433,( -72475),odisha
Digapahandi(134),JAYARAM RAUTO,Independent,lost,392,( -72516),odisha
Digapahandi(134),NOTA,None of the Above,,1338,( -71570),odisha
Chikiti(135),MANORANJAN DYAN SAMANTARA,Bharatiya Janata Party,won,69839,(+ 6522),odisha
Chikiti(135),CHINMAYANANDA SRIRUP DEB,Biju Janata Dal,lost,63317,( -6522),odisha
Chikiti(135),RABINDRA NATH DYAN SAMANTARA,Indian National Congress,lost,2846,( -66993),odisha
Chikiti(135),SURENDRA MANDAL,Independent,lost,1005,( -68834),odisha
Chikiti(135),DUKA SRINIBAS REDDY,Aam Aadmi Party,lost,837,( -69002),odisha
Chikiti(135),S.RENUKESHWARA RAO,Independent,lost,559,( -69280),odisha
Chikiti(135),BIBHUDHENDRA PADHI,All India Forward Bloc,lost,371,( -69468),odisha
Chikiti(135),SALINA UMASANKAR,Samruddha Odisha,lost,368,( -69471),odisha
Chikiti(135),NOTA,None of the Above,,1477,( -68362),odisha
Kotpad(142),RUPU BHATRA,Bharatiya Janata Party,won,75275,(+ 26264),odisha
Kotpad(142),CHANDRA SEKHAR MAJHI,Biju Janata Dal,lost,49011,( -26264),odisha
Kotpad(142),ANAMU DIAN,Indian National Congress,lost,44840,( -30435),odisha
Kotpad(142),BASU NAYAK,Bahujan Samaj Party,lost,2223,( -73052),odisha
Kotpad(142),KETAN SAMARATH,Republican Party of India (A),lost,2044,( -73231),odisha
Kotpad(142),RAM KRUSHNA PUJARI,Independent,lost,1949,( -73326),odisha
Kotpad(142),NOTA,None of the Above,,3314,( -71961),odisha
Koraput(144),RAGHURAM MACHHA,Bharatiya Janata Party,won,46805,(+ 2524),odisha
Koraput(144),RAGHU RAM PADAL,Biju Janata Dal,lost,44281,( -2524),odisha
Koraput(144),KRUSHNA KULDIP,Indian National Congress,lost,42256,( -4549),odisha
Koraput(144),KARPUR HANTAL,Aam Aadmi Party,lost,2448,( -44357),odisha
Koraput(144),SIBA PRASAD SAGADIA,Independent,lost,1526,( -45279),odisha
Koraput(144),RANJAN KUMAR KHORA,Independent,lost,1444,( -45361),odisha
Koraput(144),BHAGIRATHI PATNIA,Independent,lost,1131,( -45674),odisha
Koraput(144),BHUBAN KHORA,Independent,lost,1104,( -45701),odisha
Koraput(144),SANJEEV KUMAR NAIK,Bahujan Samaj Party,lost,911,( -45894),odisha
Koraput(144),RAMA BARIK,Socialist Unity Centre Of India (COMMUNIST),lost,715,( -46090),odisha
Koraput(144),SANJAYA GARADA,Naba Bharata Nirmana Seva Party,lost,685,( -46120),odisha
Koraput(144),DHANURJAYA HANTAL,All India Forward Bloc,lost,504,( -46301),odisha
Koraput(144),NOTA,None of the Above,,3263,( -43542),odisha
Malkangiri(146),NARASINGA MADKAMI,Bharatiya Janata Party,won,78679,(+ 14890),odisha
Malkangiri(146),MALA MADHI,Indian National Congress,lost,63789,( -14890),odisha
Malkangiri(146),MANAS MADKAMI,Biju Janata Dal,lost,34688,( -43991),odisha
Malkangiri(146),BHAGABAN HANTAL,Republican Party of India (A),lost,2717,( -75962),odisha
Malkangiri(146),LALIT NARAYAN MADKAMI,Independent,lost,2261,( -76418),odisha
Malkangiri(146),DULLA MADKAMI,Independent,lost,2187,( -76492),odisha
Malkangiri(146),NOTA,None of the Above,,4102,( -74577),odisha
Padampur(1),BARSHA SINGH BARIHA,Biju Janata Dal,won,91995,(+ 10993),odisha
Padampur(1),GOBARDHAN BHOY,Bharatiya Janata Party,lost,81002,( -10993),odisha
Padampur(1),TANKADHAR SAHU,Indian National Congress,lost,30453,( -61542),odisha
Padampur(1),BALMIKI NAIK,Aam Aadmi Party,lost,2749,( -89246),odisha
Padampur(1),RUPADHAR KUMBHAR,Bahujan Samaj Party,lost,1306,( -90689),odisha
Padampur(1),REBATI GIRI,Independent,lost,1206,( -90789),odisha
Padampur(1),GANGADHAR SAHA,Independent,lost,992,( -91003),odisha
Padampur(1),NOTA,None of the Above,,1617,( -90378),odisha
Sundargarh(9),JOGESH KUMAR SINGH,Biju Janata Dal,won,86398,(+ 9122),odisha
Sundargarh(9),KUSUM TETE,Bharatiya Janata Party,lost,77276,( -9122),odisha
Sundargarh(9),SUDHARANI RAUDIA,Indian National Congress,lost,8301,( -78097),odisha
Sundargarh(9),RAJENDRA NAIK,Communist Party of India,lost,2847,( -83551),odisha
Sundargarh(9),BABULU KISHAN,Bahujan Samaj Party,lost,1141,( -85257),odisha
Sundargarh(9),DEBENDRA KUMAR BHITRIA,Independent,lost,810,( -85588),odisha
Sundargarh(9),NILIMA LAKRA,National Apni Party,lost,471,( -85927),odisha
Sundargarh(9),JANMA ORAM,Hamar Raj Party,lost,441,( -85957),odisha
Sundargarh(9),NOTA,None of the Above,,1755,( -84643),odisha
Biramitrapur(10),ROHIT JOSEPH TIRKEY,Biju Janata Dal,won,84116,(+ 6884),odisha
Biramitrapur(10),SHANKAR ORAM,Bharatiya Janata Party,lost,77232,( -6884),odisha
Biramitrapur(10),REMISH JOJO,Jharkhand Party,lost,8871,( -75245),odisha
Biramitrapur(10),RAJESH KERKETTA,Independent,lost,4938,( -79178),odisha
Biramitrapur(10),BEHERA NAIK,Socialist Unity Centre Of India (COMMUNIST),lost,2534,( -81582),odisha
Biramitrapur(10),SUJIT DUNGDUNG,Independent,lost,2135,( -81981),odisha
Biramitrapur(10),DABIT KUMAR LUGUN,Independent,lost,1538,( -82578),odisha
Biramitrapur(10),ANIL KUMAR JATE,National Apni Party,lost,1441,( -82675),odisha
Biramitrapur(10),PRASAN KUMARI KULLU,Independent,lost,936,( -83180),odisha
Biramitrapur(10),LAXMAN TIRKEY,Independent,lost,930,( -83186),odisha
Biramitrapur(10),DAUD BURH,Independent,lost,794,( -83322),odisha
Biramitrapur(10),ANILA DHANWAR,Independent,lost,762,( -83354),odisha
Biramitrapur(10),MAHAGODEVI KOILI BHAGAT,Independent,lost,762,( -83354),odisha
Biramitrapur(10),NOTA,None of the Above,,1909,( -82207),odisha
Rourkela(12),SARADA PRASAD NAYAK,Biju Janata Dal,won,64660,(+ 3552),odisha
Rourkela(12),DILIP KUMAR RAY,Bharatiya Janata Party,lost,61108,( -3552),odisha
Rourkela(12),BIRENDRA NATH PATTNAIK,Indian National Congress,lost,8751,( -55909),odisha
Rourkela(12),NIHAR RAY,Independent,lost,2522,( -62138),odisha
Rourkela(12),BISWANATH LAKRA,Independent,lost,246,( -64414),odisha
Rourkela(12),THOMAS BARTHOLOMIO DUNGDUNG,Independent,lost,222,( -64438),odisha
Rourkela(12),KAMAL KISHORE AGARWAL,Indian Citizens' Party,lost,219,( -64441),odisha
Rourkela(12),NIRMAL KUMAR DAS,Bharatheeya Jawan Kisan Party,lost,170,( -64490),odisha
Rourkela(12),DHRUBA CHARAN BEHERA,Independent,lost,159,( -64501),odisha
Rourkela(12),SWARUP MISHRA,Kosal Janata Dal,lost,148,( -64512),odisha
Rourkela(12),MILAN CHANDRA MAHANTA,AJSU Party,lost,128,( -64532),odisha
Rourkela(12),NOTA,None of the Above,,837,( -63823),odisha
Rengali(16),SUDARSHAN HARIPAL,Biju Janata Dal,won,73420,(+ 3212),odisha
Rengali(16),NAURI NAYAK,Bharatiya Janata Party,lost,70208,( -3212),odisha
Rengali(16),DILLIP KUMAR DURIA,Indian National Congress,lost,9365,( -64055),odisha
Rengali(16),ANANDINI BESAN,Bahujan Samaj Party,lost,1538,( -71882),odisha
Rengali(16),LANKESH RAVAN,Independent,lost,1458,( -71962),odisha
Rengali(16),SUSHANTA KUMAR DANSANA,Independent,lost,1419,( -72001),odisha
Rengali(16),SITAKANTA ROHIDAS,Aam Aadmi Party,lost,1123,( -72297),odisha
Rengali(16),BASUDEB SUNANI,Independent,lost,484,( -72936),odisha
Rengali(16),UKAR KALET,Bharatiya Nyay-Adhikar Raksha Party,lost,406,( -73014),odisha
Rengali(16),HAMID PRASAD LUHA,Paschimanchal Vikas Party,lost,287,( -73133),odisha
Rengali(16),NOTA,None of the Above,,1820,( -71600),odisha
Rairakhol(18),PRASANNA ACHARYA,Biju Janata Dal,won,61716,(+ 4960),odisha
Rairakhol(18),DEBENDRA MOHAPATRA,Bharatiya Janata Party,lost,56756,( -4960),odisha
Rairakhol(18),ASSAF ALI KHAN,Indian National Congress,lost,37579,( -24137),odisha
Rairakhol(18),SANJIT KUMAR BABANGA,Independent,lost,1226,( -60490),odisha
Rairakhol(18),PRABHAKAR RANJIT,Bahujan Samaj Party,lost,1072,( -60644),odisha
Rairakhol(18),ASHRAYA MAHANANDA,Independent,lost,664,( -61052),odisha
Rairakhol(18),MANOJ KUMAR MISHRA,Kalinga Sena,lost,585,( -61131),odisha
Rairakhol(18),NOTA,None of the Above,,1826,( -59890),odisha
Deogarh(19),ROMANCHA RANJAN BISWAL,Biju Janata Dal,won,89074,(+ 15792),odisha
Deogarh(19),SUBASH CHANDRA PANIGRAHI,Bharatiya Janata Party,lost,73282,( -15792),odisha
Deogarh(19),SEM HEMRAM,Indian National Congress,lost,28279,( -60795),odisha
Deogarh(19),PRAMOD KUMAR JHANKAR,Independent,lost,1454,( -87620),odisha
Deogarh(19),SHRIMANTA SAHU,Independent,lost,1087,( -87987),odisha
Deogarh(19),DOLAKARA BHOI,"Proutist Bloc, India",lost,905,( -88169),odisha
Deogarh(19),NIRAKARA PRADHAN,Independent,lost,563,( -88511),odisha
Deogarh(19),JYOTI JULIAN LAKRA,Independent,lost,462,( -88612),odisha
Deogarh(19),NOTA,None of the Above,,2767,( -86307),odisha
Ghasipura(21),BADRI NARAYAN PATRA,Biju Janata Dal,won,82516,(+ 13811),odisha
Ghasipura(21),SOUMYA RANJAN PATNAIK,Independent,lost,68705,( -13811),odisha
Ghasipura(21),SHAMBHUNATH ROUT,Bharatiya Janata Party,lost,23813,( -58703),odisha
Ghasipura(21),DEBENDRA NATH SWAIN,Independent,lost,2897,( -79619),odisha
Ghasipura(21),SUBRAT KUMAR CHAKRA,Indian National Congress,lost,2807,( -79709),odisha
Ghasipura(21),BICHITRA PATRA,Bahujan Samaj Party,lost,1738,( -80778),odisha
Ghasipura(21),PRAMILA HASDA,Independent,lost,1214,( -81302),odisha
Ghasipura(21),NARENDRA NATH NAYAK,Independent,lost,631,( -81885),odisha
Ghasipura(21),GYANALOK PANDA,Independent,lost,410,( -82106),odisha
Ghasipura(21),KHATUA JUANGA,Manas Lokshakti Dal,lost,328,( -82188),odisha
Ghasipura(21),JAGABANDHU MAHANTA,Kalinga National Front,lost,313,( -82203),odisha
Ghasipura(21),RATNA KAR MAHANTA,AJSU Party,lost,277,( -82239),odisha
Ghasipura(21),PRAVAT KUMAR DAS,Odisha Janata Party,lost,214,( -82302),odisha
Ghasipura(21),NOTA,None of the Above,,1844,( -80672),odisha
Anandapur(22),ABHIMANYU SETHI,Biju Janata Dal,won,71651,(+ 10966),odisha
Anandapur(22),JAYADEV JENA,Indian National Congress,lost,60685,( -10966),odisha
Anandapur(22),ALOK KUMAR SETHY,Bharatiya Janata Party,lost,42591,( -29060),odisha
Anandapur(22),JHANSIRANI DAS,Independent,lost,1707,( -69944),odisha
Anandapur(22),NILAKANTHA JENA,Socialist Unity Centre Of India (COMMUNIST),lost,963,( -70688),odisha
Anandapur(22),BISWANATH PRATAP JENA,Independent,lost,895,( -70756),odisha
Anandapur(22),DEBENDRA JENA,Bahujan Samaj Party,lost,502,( -71149),odisha
Anandapur(22),NOTA,None of the Above,,1605,( -70046),odisha
Champua(25),SANATAN MAHAKUD,Biju Janata Dal,won,103120,(+ 39994),odisha
Champua(25),MURALI MANOHAR SHARMA,Bharatiya Janata Party,lost,63126,( -39994),odisha
Champua(25),YASHBANT NARAYANA SINGH LAGURI,Indian National Congress,lost,8649,( -94471),odisha
Champua(25),JAYI MUNDA,Bahujan Samaj Party,lost,1303,( -101817),odisha
Champua(25),KSHIROD KUMAR GIRI,Independent,lost,740,( -102380),odisha
Champua(25),SANTOSH KUMAR MAHAPATRA,Independent,lost,678,( -102442),odisha
Champua(25),BASAMATI MUNDA,Independent,lost,608,( -102512),odisha
Champua(25),BENUDHAR MAHANTA,Independent,lost,547,( -102573),odisha
Champua(25),ANKAJ KUMAR JAISWAL,Ambedkarite Party of India,lost,542,( -102578),odisha
Champua(25),GURUBUX SINGH AHLUWALIA,Independent,lost,493,( -102627),odisha
Champua(25),RAGHUNATH NAIK,Manas Lokshakti Dal,lost,388,( -102732),odisha
Champua(25),JAKRIASH KISPATTA,Independent,lost,388,( -102732),odisha
Champua(25),SANJAY KUMAR MAHANTA,AJSU Party,lost,339,( -102781),odisha
Champua(25),KSHITISH  CHANDRA MAHANTA,Kalinga National Front,lost,238,( -102882),odisha
Champua(25),BASANTA KUMAR MOHANTA,Indian Citizens' Party,lost,166,( -102954),odisha
Champua(25),NOTA,None of the Above,,1343,( -101777),odisha
Jaleswar(35),ASWINI KUMAR PATRA,Biju Janata Dal,won,83105,(+ 319),odisha
Jaleswar(35),BRAJAMOHAN PRADHAN,Bharatiya Janata Party,lost,82786,( -319),odisha
Jaleswar(35),SUDARSAN DAS,Indian National Congress,lost,26692,( -56413),odisha
Jaleswar(35),DIBYAKAM MOHANTY,Independent,lost,1568,( -81537),odisha
Jaleswar(35),PRADIP KUMAR SINGHA,"Proutist Bloc, India",lost,328,( -82777),odisha
Jaleswar(35),RAMAKANTA JENA,Independent,lost,302,( -82803),odisha
Jaleswar(35),HEMANTA KUMAR SAHU,Naba Bharata Nirmana Seva Party,lost,239,( -82866),odisha
Jaleswar(35),PURNA CHANDRA SINGH,Independent,lost,239,( -82866),odisha
Jaleswar(35),NOTA,None of the Above,,872,( -82233),odisha
Bhograi(36),GOUTAM BUDDHA DAS,Biju Janata Dal,won,70198,(+ 6564),odisha
Bhograi(36),SATYA SHIBA DAS,Indian National Congress,lost,63634,( -6564),odisha
Bhograi(36),ASHIS PATRA,Bharatiya Janata Party,lost,41059,( -29139),odisha
Bhograi(36),BHAGABAN BEHERA,Naba Bharata Nirmana Seva Party,lost,330,( -69868),odisha
Bhograi(36),ASIT KUMAR CHAND,Independent,lost,296,( -69902),odisha
Bhograi(36),NOTA,None of the Above,,458,( -69740),odisha
Basta(37),SUBASINI JENA,Biju Janata Dal,won,83314,(+ 20377),odisha
Basta(37),BIJAN NAYAK,Indian National Congress,lost,62937,( -20377),odisha
Basta(37),RABINDRA NATH ANDIA,Bharatiya Janata Party,lost,42732,( -40582),odisha
Basta(37),JYOTSHNA MOHANTY,Independent,lost,347,( -82967),odisha
Basta(37),SWADHIN KUMAR DAS,Bharatiya Bikash Parishad,lost,335,( -82979),odisha
Basta(37),KAMINI KANTA BEHERA,National Apni Party,lost,279,( -83035),odisha
Basta(37),JHARANARANI JENA,Independent,lost,163,( -83151),odisha
Basta(37),JAYAKRUSHNA ROUT,Independent,lost,117,( -83197),odisha
Basta(37),NARAYAN MAJHI,Bharatiya Nyay-Adhikar Raksha Party,lost,93,( -83221),odisha
Basta(37),JAYANTI DASH,Independent,lost,83,( -83231),odisha
Basta(37),NOTA,None of the Above,,403,( -82911),odisha
Soro(41),MADHAB DHADA,Biju Janata Dal,won,63642,(+ 802),odisha
Soro(41),PARSHURAM DHADA,Bharatiya Janata Party,lost,62840,( -802),odisha
Soro(41),SUBRAT KUMAR DHADA,Indian National Congress,lost,32149,( -31493),odisha
Soro(41),RAKESH KUMAR MALIK,Independent,lost,2566,( -61076),odisha
Soro(41),AKSHAY KUMAR JENA,Independent,lost,290,( -63352),odisha
Soro(41),JITENDRA SETHI,Bahujan Samaj Party,lost,260,( -63382),odisha
Soro(41),KASHINATH DAS,Independent,lost,257,( -63385),odisha
Soro(41),SHIBANI SHANKAR RAY,Independent,lost,251,( -63391),odisha
Soro(41),NOTA,None of the Above,,650,( -62992),odisha
Bhandaripokhari(43),SANJIB KUMAR MALLICK,Biju Janata Dal,won,72447,(+ 1551),odisha
Bhandaripokhari(43),NIRANJAN  PATNAIK,Indian National Congress,lost,70896,( -1551),odisha
Bhandaripokhari(43),SUDHANSHU SEKHAR NAYAK,Bharatiya Janata Party,lost,38952,( -33495),odisha
Bhandaripokhari(43),UTKAL KESHARI BISWAL,Independent,lost,762,( -71685),odisha
Bhandaripokhari(43),DIGAMBAR SWAIN,Socialist Unity Centre Of India (COMMUNIST),lost,703,( -71744),odisha
Bhandaripokhari(43),MANOJ KUMAR JENA,Bahujan Samaj Party,lost,317,( -72130),odisha
Bhandaripokhari(43),DEBASISH PANIGRAHI,Aam Aadmi Party,lost,287,( -72160),odisha
Bhandaripokhari(43),SANTOSH KUMAR PEREI,Independent,lost,178,( -72269),odisha
Bhandaripokhari(43),SATYARANJAN NAYAK,Independent,lost,142,( -72305),odisha
Bhandaripokhari(43),NIRUPAMA DAS,Krupaa Party,lost,117,( -72330),odisha
Bhandaripokhari(43),NARAHARI SAHU,National Apni Party,lost,111,( -72336),odisha
Bhandaripokhari(43),BIJAYA KUMAR MALLIK,Odisha Janata Party,lost,88,( -72359),odisha
Bhandaripokhari(43),PRASANT KUMAR BEHERA,Independent,lost,80,( -72367),odisha
Bhandaripokhari(43),NOTA,None of the Above,,357,( -72090),odisha
Chandabali(47),BYOMAKESH RAY,Biju Janata Dal,won,83063,(+ 1916),odisha
Chandabali(47),MANMOHAN SAMAL,Bharatiya Janata Party,lost,81147,( -1916),odisha
Chandabali(47),AMIYA KUMAR MAHAPATRA,Indian National Congress,lost,28483,( -54580),odisha
Chandabali(47),SHAILA KUMAR DAS,Bahujan Samaj Party,lost,403,( -82660),odisha
Chandabali(47),JITENDRA NAYAK,Ambedkarite Party of India,lost,220,( -82843),odisha
Chandabali(47),PRAKASH NAYAK,Independent,lost,213,( -82850),odisha
Chandabali(47),BIKASH CHANDRA SAHOO,Independent,lost,185,( -82878),odisha
Chandabali(47),PRASANTA KUMAR MOHANTY,Independent,lost,133,( -82930),odisha
Chandabali(47),BIDHAN CHANDRA DAS,Janta Darbar Party,lost,128,( -82935),odisha
Chandabali(47),JEEBAN SANGRAM MISHRA,Independent,lost,128,( -82935),odisha
Chandabali(47),NOTA,None of the Above,,317,( -82746),odisha
Binjharpur(48),PRAMILA MALLIK,Biju Janata Dal,won,74185,(+ 2856),odisha
Binjharpur(48),BABITA MALLICK,Bharatiya Janata Party,lost,71329,( -2856),odisha
Binjharpur(48),KANAKALATA MALLICK,Indian National Congress,lost,4392,( -69793),odisha
Binjharpur(48),RADHABALLAVA MALLICK,Socialist Unity Centre Of India (COMMUNIST),lost,1054,( -73131),odisha
Binjharpur(48),NOTA,None of the Above,,947,( -73238),odisha
Bari(49),BISWA RANJAN MALLICK,Biju Janata Dal,won,101966,(+ 51465),odisha
Bari(49),UMESH CHANDRA JENA,Bharatiya Janata Party,lost,50501,( -51465),odisha
Bari(49),DEBASIS NAYAK,Indian National Congress,lost,4106,( -97860),odisha
Bari(49),KABIR DAS,Independent,lost,1228,( -100738),odisha
Bari(49),NIMAIN CHARAN RAY,Independent,lost,542,( -101424),odisha
Bari(49),ASHOK KUMAR BEHERA,Bahujan Samaj Party,lost,377,( -101589),odisha
Bari(49),BENAJIR KHATUN,Ambedkarite Party of India,lost,317,( -101649),odisha
Bari(49),AJAYA DHAL,Janta Darbar Party,lost,297,( -101669),odisha
Bari(49),NOTA,None of the Above,,569,( -101397),odisha
