Party,Won,Total,Parliamentary Constituency,Candidate Name,candidateParty,Status,Votes,Margin
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),NILIMA KUMARI,Independent,lost,7310,( -612439)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),VIJAYESH KUMAR,Bahujan Samaj Party,lost,6547,( -613202)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),AJAY SAHNI,Independent,lost,5158,( -614591)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),SUNITA KUMARI,Bajjikanchal Vikas Party,lost,4792,( -614957)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),MOHAMMAD ANZARUL HASAN,All India Majlis-E-Ittehadul Muslimeen,lost,4131,( -615618)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),MD HAIDAR,Independent,lost,3897,( -615852)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),MUKESH KUMAR,Independent,lost,3225,( -616524)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),SUDHIR KUMAR OJHA,Bhartiya Sarthak Party,lost,2893,( -616856)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),SABINA KHATOON,Indian National League,lost,2453,( -617296)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),SANDIP KUMAR,Jantantra Awaj Party,lost,1971,( -617778)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),ARVIND KUMAR CHAUDHARY,Socialist Unity Centre Of India (COMMUNIST),lost,1857,( -617892)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),AJITANSH GAUR,The Agrani Party,lost,1843,( -617906)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),SANJAY KUMAR,Independent,lost,1812,( -617937)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),BASKIT KUMAR SHARMA,Independent,lost,1779,( -617970)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),SONELAL PASWAN,Independent,lost,1731,( -618018)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),MANORANJAN KUMAR,Independent,lost,1598,( -618151)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),NAND KISHORE SHARMA,Apna Kisan Party,lost,1522,( -618227)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),ABHAY KUMAR,Samata Party,lost,1174,( -618575)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),PRABHAKAR RANJAN,Ekam Sanatan Bharat Dal,lost,1116,( -618633)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),RAJU SINGH,Independent,lost,984,( -618765)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),SAROJ KUMAR CHAUDHARY,Independent,lost,965,( -618784)
Bharatiya Janata Party - BJP,240,240,Muzaffarpur(15),NOTA,None of the Above,,7588,( -612161)
Bharatiya Janata Party - BJP,240,240,Maharajganj(19),"JANARDAN SINGH ""SIGRIWAL""",Bharatiya Janata Party,won,529533,(+ 102651)
Bharatiya Janata Party - BJP,240,240,Maharajganj(19),AAKASH KUMAR SINGH,Indian National Congress,lost,426882,( -102651)
Bharatiya Janata Party - BJP,240,240,Maharajganj(19),TRIBHUWAN RAM,Peoples Party of India (Democratic),lost,14838,( -514695)
Bharatiya Janata Party - BJP,240,240,Maharajganj(19),MADHUSUDAN SINGH,Bahujan Samaj Party,lost,13402,( -516131)
Bharatiya Janata Party - BJP,240,240,Maharajganj(19),AKHILESHWAR PRASAD SINGH,All India Majlis-E-Ittehadul Muslimeen,lost,7767,( -521766)
Bharatiya Janata Party - BJP,240,240,Maharajganj(19),NOTA,None of the Above,,21687,( -507846)
Bharatiya Janata Party - BJP,240,240,Saran(20),RAJIV PRATAP RUDY,Bharatiya Janata Party,won,471752,(+ 13661)
Bharatiya Janata Party - BJP,240,240,Saran(20),ROHINI ACHARYA,Rashtriya Janata Dal,lost,458091,( -13661)
Bharatiya Janata Party - BJP,240,240,Saran(20),LAXAMAN PRAO YADAV,Independent,lost,22043,( -449709)
Bharatiya Janata Party - BJP,240,240,Saran(20),SHAK NAUSHAD,Independent,lost,16103,( -455649)
Bharatiya Janata Party - BJP,240,240,Saran(20),AVINASH KUMAR,Bahujan Samaj Party,lost,14770,( -456982)
Bharatiya Janata Party - BJP,240,240,Saran(20),RAGHWENDRA PRATAP SINGH,Independent,lost,5167,( -466585)
Bharatiya Janata Party - BJP,240,240,Saran(20),GAJENDRA PRASAD CHAURSIYA,Janhit Kisan Party,lost,5030,( -466722)
Bharatiya Janata Party - BJP,240,240,Saran(20),SHATRUDHAN TIWARY,Bhartiya Sarthak Party,lost,3687,( -468065)
Bharatiya Janata Party - BJP,240,240,Saran(20),MOHAMAD SALIM,Independent,lost,3151,( -468601)
Bharatiya Janata Party - BJP,240,240,Saran(20),ARTI KUMARI,Independent,lost,3023,( -468729)
Bharatiya Janata Party - BJP,240,240,Saran(20),PRABHAT KUMAR,Independent,lost,2306,( -469446)
Bharatiya Janata Party - BJP,240,240,Saran(20),BARUN KUMAR DAS,Gana Suraksha Party,lost,1775,( -469977)
Bharatiya Janata Party - BJP,240,240,Saran(20),GYANI KUMAR SHARMA,Bharatiya Ekta Dal,lost,1704,( -470048)
Bharatiya Janata Party - BJP,240,240,Saran(20),RAJESH KUSHWAHA,Bhartiya Lok Chetna Party,lost,1489,( -470263)
Bharatiya Janata Party - BJP,240,240,Saran(20),NOTA,None of the Above,,11417,( -460335)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),NITYANAND RAI,Bharatiya Janata Party,won,515965,(+ 60102)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),ALOK KUMAR MEHTA,Rashtriya Janata Dal,lost,455863,( -60102)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),SANJAY PASWAN,Independent,lost,16963,( -499002)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),MOHAN KUMAR MAURYA,Bahujan Samaj Party,lost,7101,( -508864)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),RAKESH KUMAR,Independent,lost,5957,( -510008)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),SANTHOSH RAI,Rashtriya Jansambhavna Party,lost,4426,( -511539)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),NARENDRA GIRI,Independent,lost,3151,( -512814)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),KISHOR KUMAR,Independent,lost,2209,( -513756)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),AMARESH RAY,Independent,lost,2143,( -513822)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),ANSHU KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),lost,1756,( -514209)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),RAMPUKAR RAY,Socialist Unity Centre Of India (COMMUNIST),lost,1306,( -514659)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),NIKKI JHA,Jagrook Janta Party,lost,1020,( -514945)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),MANOJ KUMAR,Janta Raj Vikas Party,lost,939,( -515026)
Bharatiya Janata Party - BJP,240,240,Ujiarpur(22),NOTA,None of the Above,,23269,( -492696)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),GIRIRAJ SINGH,Bharatiya Janata Party,won,649331,(+ 81480)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),ABDHESH KUMAR ROY,Communist Party of India,lost,567851,( -81480)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),INDRAJEET KUMAR ROY,Independent,lost,12953,( -636378)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),RAJNISH KUMAR MUKHIYA,Rashtriya Jansambhavna Party,lost,10872,( -638459)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),ADV CHANDAN KUMAR DAS,Bahujan Samaj Party,lost,8453,( -640878)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),RAM BADAN RAI,Karpoori Janta Dal,lost,6644,( -642687)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),MD SHAHNAWAZ HASSAN,Independent,lost,6152,( -643179)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),ARUN KUMAR,Independent,lost,4045,( -645286)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),RAJ KUMAR SAH,Akhil Bhartiya Parivar Party,lost,3350,( -645981)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),RAMUDGAR,Socialist Unity Centre Of India (COMMUNIST),lost,2640,( -646691)
Bharatiya Janata Party - BJP,240,240,Begusarai(24),NOTA,None of the Above,,22382,( -626949)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),RAVI SHANKAR PRASAD,Bharatiya Janata Party,won,588270,(+ 153846)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),ANSHUL AVIJIT,Indian National Congress,lost,434424,( -153846)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),RAKESH SHARMA,Independent,lost,9943,( -578327)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),NEERAJ KUMAR,Bahujan Samaj Party,lost,5928,( -582342)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),AWADHESH PRASAD,Independent,lost,4974,( -583296)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),ENG UMESH RAJAK,Peoples Party of India (Democratic),lost,4672,( -583598)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),SANJAY KUMAR URF SANJAY BALMIKI,Independent,lost,4643,( -583627)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),DHARMVIR KUMAR BHASKAR,Independent,lost,2416,( -585854)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),AMIT KUMAR ALBELA,Independent,lost,2053,( -586217)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),MAHESH KUMAR,Samata Party,lost,2003,( -586267)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),DHANJAY KUMAR,Rashtriya Jansambhavna Party,lost,1971,( -586299)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),GULAB PRASAD,Loktantrik Samajwadi Party,lost,1925,( -586345)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),SUMIT RANJAN SINHA,Akhand Bharat Janpriya Party,lost,1716,( -586554)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),MAHBOOB ALAM ANSARI,Bharatiya Momin Front,lost,1638,( -586632)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),DR RAKESH DUTTA MISHRA,Bharatiya Jan Kranti Dal (Democratic),lost,1240,( -587030)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),SAROJ KUMAR SUMAN,Socialist Unity Centre Of India (COMMUNIST),lost,1078,( -587192)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),SHAHID ALAM,Jantantra Awaj Party,lost,1043,( -587227)
Bharatiya Janata Party - BJP,240,240,Patna Sahib(30),NOTA,None of the Above,,5559,( -582711)
Bharatiya Janata Party - BJP,240,240,Nawada(39),VIVEK THAKUR,Bharatiya Janata Party,won,410608,(+ 67670)
Bharatiya Janata Party - BJP,240,240,Nawada(39),SHRAWAN KUMAR,Rashtriya Janata Dal,lost,342938,( -67670)
Bharatiya Janata Party - BJP,240,240,Nawada(39),BINOD YADAV,Independent,lost,39519,( -371089)
Bharatiya Janata Party - BJP,240,240,Nawada(39),GUNJAN KUMAR,Independent,lost,29682,( -380926)
Bharatiya Janata Party - BJP,240,240,Nawada(39),RANJIT KUMAR,Bahujan Samaj Party,lost,16316,( -394292)
Bharatiya Janata Party - BJP,240,240,Nawada(39),ANAND KUMAR VERMA,Bharat Jan Jagran Dal,lost,7736,( -402872)
Bharatiya Janata Party - BJP,240,240,Nawada(39),GAUTAM KUMAR BABLOO,Bhagidari Party(P),lost,5889,( -404719)
Bharatiya Janata Party - BJP,240,240,Nawada(39),GANAURI PANDIT,Peoples Party of India (Democratic),lost,4590,( -406018)
Bharatiya Janata Party - BJP,240,240,Nawada(39),NOTA,None of the Above,,12592,( -398016)
Bharatiya Janata Party - BJP,240,240,North Goa(1),SHRIPAD YESSO NAIK,Bharatiya Janata Party,won,257326,(+ 116015)
Bharatiya Janata Party - BJP,240,240,North Goa(1),RAMAKANT KHALAP,Indian National Congress,lost,141311,( -116015)
Bharatiya Janata Party - BJP,240,240,North Goa(1),TUKARAM BHARAT PARAB,Revolutionary Goans Party,lost,45693,( -211633)
Bharatiya Janata Party - BJP,240,240,North Goa(1),MILAN R VAINGANKAR,Bahujan Samaj Party,lost,1625,( -255701)
Bharatiya Janata Party - BJP,240,240,North Goa(1),MR SAKHARAM NAIK,Akhil Bhartiya Parivar Party,lost,1417,( -255909)
Bharatiya Janata Party - BJP,240,240,North Goa(1),SHAKEEL JAMAL SHAIKH,Independent,lost,807,( -256519)
Bharatiya Janata Party - BJP,240,240,North Goa(1),THOMAS AUGUSTINE FERNANDES,Independent,lost,759,( -256567)
Bharatiya Janata Party - BJP,240,240,North Goa(1),ADV VISHAL NAIK,Independent,lost,752,( -256574)
Bharatiya Janata Party - BJP,240,240,North Goa(1),NOTA,None of the Above,,6328,( -250998)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),CHAVDA VINOD LAKHAMSHI,Bharatiya Janata Party,won,659574,(+ 268782)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),NITESH PARBATBHAI LALAN (MATANG),Indian National Congress,lost,390792,( -268782)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),VIJAY BHACHRA,Bahujan Samaj Party,lost,6111,( -653463)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),VANAZARA HIRABEN DALPATBHAI,Independent,lost,5151,( -654423)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),KAVITABEN DINESHBHAI MACHCHHOYA,Independent,lost,3366,( -656208)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),BABULAL LADHA CHAVDA,Independent,lost,3354,( -656220)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),DEVABHAI MITHABHAI GOHIL,Rashtriya Power Party,lost,2101,( -657473)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),SHAMLIA VIRJI CHAKU,Hindvi Swarajyay Dal,lost,1573,( -658001)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),ARVIND ASHOK SANGHELA,Gujarat Sarva Samaj Party,lost,1526,( -658048)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),BOCHIYA BHIMJI BHIKHA,Sarva Samaj Janata Party,lost,1497,( -658077)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),RAMJIBHAI JAKHUBHAI DAFDA,Right to Recall Party,lost,1370,( -658204)
Bharatiya Janata Party - BJP,240,240,Kachchh(1),NOTA,None of the Above,,18742,( -640832)
Bharatiya Janata Party - BJP,240,240,Patan(3),DABHI  BHARATSINHJI  SHANKARJI,Bharatiya Janata Party,won,591947,(+ 31876)
Bharatiya Janata Party - BJP,240,240,Patan(3),CHANDANJI TALAJI THAKOR,Indian National Congress,lost,560071,( -31876)
Bharatiya Janata Party - BJP,240,240,Patan(3),BALVANT CHHATRALIYA,Bahujan Samaj Party,lost,5865,( -586082)
Bharatiya Janata Party - BJP,240,240,Patan(3),SOYAB HASAM BHORANIYA,Independent,lost,5474,( -586473)
Bharatiya Janata Party - BJP,240,240,Patan(3),THAKOR KISHANBHAI KALUBHAI,Independent,lost,2916,( -589031)
Bharatiya Janata Party - BJP,240,240,Patan(3),SHARMA RAKESHBHAI,Rashtriya Samaj Paksha,lost,2774,( -589173)
Bharatiya Janata Party - BJP,240,240,Patan(3),GHAGHA MASIHULLAH ABDULHAMID,Social Democratic Party Of India,lost,2312,( -589635)
Bharatiya Janata Party - BJP,240,240,Patan(3),CHANDURA DHANJIBHAI LAXAMANBHAI,Independent,lost,2160,( -589787)
Bharatiya Janata Party - BJP,240,240,Patan(3),ABDULHAQ ISMAIL NEDARIYA,Independent,lost,1524,( -590423)
Bharatiya Janata Party - BJP,240,240,Patan(3),ABDULKUDDUS,Independent,lost,1360,( -590587)
Bharatiya Janata Party - BJP,240,240,Patan(3),NOTA,None of the Above,,16722,( -575225)
Bharatiya Janata Party - BJP,240,240,Mahesana(4),HARIBHAI PATEL,Bharatiya Janata Party,won,686406,(+ 328046)
Bharatiya Janata Party - BJP,240,240,Mahesana(4),RAMJI THAKOR,Indian National Congress,lost,358360,( -328046)
Bharatiya Janata Party - BJP,240,240,Mahesana(4),AMRUTLAL MAKWANA,Bahujan Samaj Party,lost,9874,( -676532)
Bharatiya Janata Party - BJP,240,240,Mahesana(4),CHAUHAN PRAKASHKUMAR TRIBHOVANDAS,Akhila Vijaya Party,lost,3882,( -682524)
Bharatiya Janata Party - BJP,240,240,Mahesana(4),PATEL MANUBHAI SHANKARLAL,Independent,lost,3672,( -682734)
Bharatiya Janata Party - BJP,240,240,Mahesana(4),ZALA VIKRAMSINH BANESINH,Rashtra Nirman Party,lost,3007,( -683399)
Bharatiya Janata Party - BJP,240,240,Mahesana(4),NOTA,None of the Above,,11626,( -674780)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),SHOBHANABEN MAHENDRASINH BARAIYA,Bharatiya Janata Party,won,677318,(+ 155682)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),CHAUDHARI TUSHAR AMARSINH,Indian National Congress,lost,521636,( -155682)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),PARMAR RAMESHCHANDRA NANJIBHAI,Bahujan Samaj Party,lost,9967,( -667351)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),SOLANKI CHHAGANBHAI KEVLABHAI,Independent,lost,7551,( -669767)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),VIJAYSINH NAVALSINH CHAUHAN,Independent,lost,6721,( -670597)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),BHAVNABA NARENDRASINH PARMAR,Independent,lost,5459,( -671859)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),ANILKUMAR NIRANJANKUMAR MUNDADA,Log Party,lost,5247,( -672071)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),MUSTAKBHAI JAMALBHAI SANGHANI,Independent,lost,3203,( -674115)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),KATARA VARUNKUMAR KALYANSINH,Gunj Satya Ni Janata Party,lost,2773,( -674545)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),RAKESHSINH MAHOBATSINH ZALA,Bhartiya Jan Parishad,lost,1951,( -675367)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),PANDOR KAUSHIKKUMAR SHANKARBHAI,Independent,lost,1827,( -675491)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),ASHOK L VAGHELA,Independent,lost,1688,( -675630)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),KANUBHAI KHIMJIBHAI GADHAVI,Independent,lost,1505,( -675813)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),THAKOR INDIRABEN JITENDRASINH,Insaniyat Party,lost,1436,( -675882)
Bharatiya Janata Party - BJP,240,240,Sabarkantha(5),NOTA,None of the Above,,21076,( -656242)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),AMIT SHAH,Bharatiya Janata Party,won,1010972,(+ 744716)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),SONAL RAMANBHAI PATEL,Indian National Congress,lost,266256,( -744716)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),MOHAMMEDANISH DESAI,Bahujan Samaj Party,lost,7394,( -1003578)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),SHAHNAWAZKHAN SULTANKHAN PATHAN,Independent,lost,2332,( -1008640)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),MALEK MAKBUL SHAKIB,Independent,lost,2058,( -1008914)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),THAKOR JITENDRASINH JASHAVANTSINH,Insaniyat Party,lost,2009,( -1008963)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),PARIKH RAJIVBHAI KALABHAI,Independent,lost,1751,( -1009221)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),MANSURI SUHANA,Independent,lost,1453,( -1009519)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),MAURYA SUMITRA DEVNARIAN,Prajatantra Aadhar Party,lost,1217,( -1009755)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),UMADIYA ALIBHAI RAJABHAI,Independent,lost,1009,( -1009963)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),RAHUL CHIMANBHAI MEHTA,Right to Recall Party,lost,1001,( -1009971)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),PATHAN IMTIYAJKHAN,Independent,lost,842,( -1010130)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),BAGVAN BAHADURSHAH GULMOHAMMAD,Independent,lost,771,( -1010201)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),NAVSADALAM IBRAHIMBHAI MALEK,Independent,lost,732,( -1010240)
Bharatiya Janata Party - BJP,240,240,Gandhinagar(6),NOTA,None of the Above,,22005,( -988967)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),HASMUKHBHAI PATEL (H.S.PATEL),Bharatiya Janata Party,won,770459,(+ 461755)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),HIMMATSINH PRAHLADSINH PATEL,Indian National Congress,lost,308704,( -461755)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),MAKWANA JAYANTIBHAI KANJIBHAI,Bahujan Samaj Party,lost,10482,( -759977)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),BRIJESH SHARMA,Independent,lost,4526,( -765933)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),HARSHAD BABUBHAI NANDOLIYA,Independent,lost,3571,( -766888)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),MAHESHKUMAR SOMABHAI THAKOR,Independent,lost,3033,( -767426)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),KALPESHBHAI  SHETE,Gunj Satya Ni Janata Party,lost,2937,( -767522)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),PATANI VISHNUBHAI NATAVARBHAI,Independent,lost,2420,( -768039)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),ZALA SANJAYKUMAR MAHOBATSINH,Independent,lost,2366,( -768093)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),DASHARATHBHAI KANTILAL PANCHAL,Independent,lost,1480,( -768979)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),PRAMOD SAHDEVBHAI GUDADE,Swatantrata Abhivyakti Party,lost,1279,( -769180)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),RAJESH HARIRAM MAURYA,Prajatantra Aadhar Party,lost,1212,( -769247)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),INGOLE ROOPESHBHAI BABUBHAI,Independent,lost,1169,( -769290)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),DHANANJAY GIRJASHANKAR RAJPUT,Bhartiya Jan Parishad,lost,1120,( -769339)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),MANISH KUMAR DUBEY,Swaraj Kranti Party,lost,909,( -769550)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),CHAUHAN MOHAMADFARUK  AHEMADHASANBHAI,Independent,lost,778,( -769681)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),HITENDRABHAI PATEL,Aadi Bharat Party,lost,742,( -769717)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),PIYUSHBHAI BHAVSAR,Youth India Peace Party,lost,649,( -769810)
Bharatiya Janata Party - BJP,240,240,Ahmedabad East(7),NOTA,None of the Above,,10503,( -759956)
Bharatiya Janata Party - BJP,240,240,Ahmedabad West(8),DINESHBHAI MAKWANA (ADVOCATE),Bharatiya Janata Party,won,611704,(+ 286437)
Bharatiya Janata Party - BJP,240,240,Ahmedabad West(8),BHARAT YOGENDRA MAKWANA,Indian National Congress,lost,325267,( -286437)
